Code,Region,Income,Country_Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GHA,Sub-Saharan Africa,Lower middle income,Ghana,35.72011948,36.21316147,35.37540817,36.12385941,36.31826019,35.24478149,35.6861496,35.75777817,37.93791962,34.20326996,35.04951859,,,,,35.66099167,,,,35.02909088,35.12860107,33.29822159,34.55868912,35.75915909,38.17576981,40.0338707,41.57841873,45.33240891,47.35398102,48.80281067,,55.57075882,56.44244003,67.76490784,64.06381989,67.90666962,68.90293884,69.00921631,71.31968689,74.67948914,77.6725769
GIB,Europe & Central Asia,High income,Gibraltar,65.05203247,65.19078064,67.49725342,68.02822113,68.02086639,66.93846893,,,,,,,,,,,,,,83.53659058,92.45757294,99.4227066,,,,,,,84.88844299,84.23995972,,,,,,,110.5845184,117.4721222,,92.89405823,95.71243286
GIN,Sub-Saharan Africa,Low income,Guinea,15.84218025,15.67249966,14.74396038,14.6824398,14.80751991,14.92803001,13.28312016,11.44342041,,10.67469978,9.996450424,10.5665102,,12.42591,13.12248039,,13.96041012,,,14.01683998,,18.35310936,20.94878006,22.52856064,24.62866974,29.06084061,32.28936005,,33.88420868,,,37.60303116,37.80607986,,39.33396912,,,,,,
GMB,Sub-Saharan Africa,Low income,"Gambia, The",12.45837021,13.03396988,13.74919033,15.56970024,17.43532944,18.54619026,17.87855911,16.72319031,15.93505955,16.34082985,16.87483025,17.71495056,18.20277977,20.85128975,21.04985046,23.69984055,23.32088089,,,,,,,,,,,,50.1135788,51.03165054,50.12894821,,,,,,,,,,
GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,5.36303997,5.975679874,7.868979931,10.39101982,11.59465981,10.95328045,,7.018959999,5.74104023,6.412849903,,,,,,,,,,,18.08779907,,,,,32.01467896,34.16217041,,,,,,,,,,,,,,
GNQ,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,7.309299946,,,10.15460014,,,,,,,,,,27.18857956,24.21839905,,,,,23.36602974,23.4883709,22.02762032,22.74465942,,,26.07249069,,,,,,,,,,,,,,,
GRC,Europe & Central Asia,High income,Greece,79.78436279,80.3401413,83.57285309,80.43473816,84.43697357,86.32885742,88.54637909,91.32023621,91.76383972,92.24565887,91.35341644,91.68115234,92.96070862,89.62618256,90.37763214,89.7326889,89.69776917,89.10858917,88.96726227,88.35295105,87.81149292,92.35897064,97.81794739,95.55149841,95.86618805,100.8174896,100.7695236,98.19933319,,,106.317627,103.1835785,104.5624008,105.7672272,102.2894592,102.2004013,102.9568481,104.4962692,104.8778992,108.0768585,
GRD,Latin America & Caribbean,Upper middle income,Grenada,77.08622742,72.20826721,72.89821625,72.1993103,83.71587372,80.89118958,80.04515839,83.41816711,85.57675171,86.1832962,91.17874908,99.93865967,106.4887466,110.9144211,,,,,,,,,114.4450607,120.6266708,114.8671417,109.9535599,,123.0334396,120.7768326,109.4888306,116.7275696,,,111.5431595,112.1142273,111.7527008,115.1868591,114.4597015,120.1183395,,
GRL,Europe & Central Asia,High income,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,Latin America & Caribbean,Lower middle income,Guatemala,17.68668938,18.30624962,17.47735977,17.74191093,17.97941017,18.25362015,19.47714996,,,,,21.97772026,,23.53809929,24.46594048,24.69177055,24.44194984,24.53660011,24.97923088,26.66778946,30.38552094,32.67148972,35.805439,,39.48091125,41.50666046,43.33914185,44.99457169,45.73696136,47.51139069,52.33045959,52.81829834,53.12337112,53.19881058,52.61470032,54.1973381,53.43598938,52.83509827,52.72243118,51.14957809,50.43603897
GUM,East Asia & Pacific,High income,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,Latin America & Caribbean,Upper middle income,Guyana,,,,,64.20259094,68.36952209,74.97527313,77.24011993,,,,,,,,,,,,81.50863647,,101.6727066,,90.09001923,,89.20540619,,83.78015137,84.16893768,87.08548737,90.14077759,97.29608154,97.72779083,,,,,,,,
HKG,East Asia & Pacific,High income,"Hong Kong SAR, China",61.61357117,64.31072235,66.69004822,69.05296326,70.935112,73.05394745,73.36412811,74.16330719,74.53211212,,,,,,,,81.78043365,,,,,80.19281006,79.90216064,79.91792297,81.17520905,82.32208252,82.74578857,84.67027283,86.02472687,86.90379333,88.03878021,86.59143066,107.1294708,101.4109116,101.3974762,102.2444611,103.5592804,105.3491898,107.4897919,107.7402802,108.3654404
HND,Latin America & Caribbean,Lower middle income,Honduras,29.56397057,,32.12543869,32.92990112,33.52030945,36.4597702,34.61175919,,,,,31.97229004,,31.41967964,,,,,,,,,,,,,58.28580093,60.15356064,60.01845932,,65.83473969,65.23800659,63.8839798,61.58757019,49.48023987,50.7145195,51.82078171,52.1789093,,66.24089813,58.73366165
HRV,Europe & Central Asia,High income,Croatia,,,,,,,,,,,,,,80.73387146,84.28894043,81.93170166,81.6505127,82.667099,84.03874969,85.36862183,85.52604675,85.76423645,86.86821747,88.3447876,,93.17102814,94.93425751,96.6008606,98.37135315,99.84745789,99.90100098,99.19125366,98.91718292,99.34799194,98.70237732,98.65386963,98.87110901,99.40242004,100.0797729,100.1194305,
HTI,Latin America & Caribbean,Low income,Haiti,12.13481045,13.07279015,13.17298985,15.48005962,17.52500916,,17.92149925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,Europe & Central Asia,High income,Hungary,85.00595856,86.39122009,87.44619751,86.90783691,86.01519775,86.51557922,88.55697632,88.99893951,89.35170746,88.68589783,87.28816986,85.17710114,83.2844162,,88.51959229,89.10827637,91.41068268,94.73255157,91.32131195,93.90972137,96.13126373,98.45054626,100.0939178,102.2166595,95.95343781,96.2646637,96.09008789,96.16716003,96.04280853,96.24977112,97.08148956,96.79927063,98.06066132,104.7153473,104.1899109,103.0306168,102.7139511,103.4899597,103.9211578,80.32145691,
IDN,East Asia & Pacific,Lower middle income,Indonesia,,28.35577965,30.53544044,34.04795837,34.30062103,,41.89925003,47.39434052,49.34970093,49.19266129,46.59009171,44.81515884,44.06684113,43.72927094,44.75057983,47.57899857,50.34727097,54.08287048,54.32743073,54.40660858,55.07712173,55.5403595,57.16159058,60.14321899,61.86724091,60.15428925,62.64102936,70.54091644,69.65622711,74.6276474,76.42624664,79.11447906,80.45233154,82.63764191,82.68238068,86.12274933,84.95211792,87.05921936,88.91017151,,
IMN,Europe & Central Asia,High income,Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,South Asia,Lower middle income,India,28.86434937,30.32398987,31.84692001,33.84989166,35.23992157,,37.34516907,36.95996094,37.04040909,37.20162964,,,,45.34304047,45.65306091,45.35134888,45.28039932,45.82965088,,43.03517914,44.87197876,45.15169907,47.07345963,49.62504959,51.37184906,53.96905899,54.88293839,57.27587128,60.35649109,59.61365128,63.11619949,66.2507019,69.01283264,68.75911713,74.1415329,73.8656311,75.09179688,73.47688293,74.37950897,73.79296875,75.48119354
IRL,Europe & Central Asia,High income,Ireland,92.20968628,93.75791168,96.81292725,98.44538879,99.46376038,100.0348892,99.58722687,99.45858002,98.68408203,97.49057007,97.19016266,98.18302155,100.6810989,109.2015686,110.8167038,111.2506409,110.5717468,111.9428787,102.0849075,104.8768692,105.1223679,105.2172318,106.364212,107.8529968,109.4098816,109.7843018,109.6034393,111.2344971,111.2939682,114.392662,118.0969086,115.8337326,117.7521896,,116.7390976,116.9898682,117.028717,125.3071213,154.9082947,138.091217,
IRN,Middle East & North Africa,Upper middle income,"Iran, Islamic Rep.",,,,,,44.09083176,,,48.85734177,,53.47068024,54.67292023,57.52487946,61.70954895,65.8506012,68.42017365,,72.85920715,,76.89160919,77.50984955,76.85192871,77.53507996,77.40444946,77.4774704,77.23351288,78.49475098,78.09741211,81.01423645,82.16120911,80.58795929,82.99124908,84.9821167,83.83139801,85.27626038,85.86942291,86.86631775,86.31149292,,,
IRQ,Middle East & North Africa,Upper middle income,Iraq,53.15390015,53.3203392,54.45038986,49.89218903,48.0528717,49.24206161,50.51192856,49.07849884,47.50671005,46.56478119,,,,41.21189117,,,39.00484085,,,34.90346909,37.78887939,37.87537003,,42.40169907,47.80335999,,,53.91691971,,,,,,,,,,,,,
ISL,Europe & Central Asia,High income,Iceland,81.05001831,85.70188141,87.337677,88.13968658,89.81336212,92.05420685,93.52178955,95.94696045,95.19233704,96.78359222,98.17893219,99.56746674,101.5270462,102.5821075,102.4976196,102.7615509,103.2049332,,111.3811569,108.0793304,106.4570618,106.85923,111.9558716,116.3761826,110.0861816,111.2472534,111.0056,109.5019989,108.58461,106.5138168,107.3143463,106.6503067,110.00914,118.2447891,118.6156769,119.0788803,117.6290131,117.5167084,117.9799423,115.4449615,
ISR,Middle East & North Africa,High income,Israel,82.98789978,84.36387634,86.92186737,89.32872009,90.68901062,91.5714035,89.80834961,90.11904907,90.50309753,90.98222351,89.75348663,91.24884796,92.81900024,92.23853302,91.36312103,91.01040649,90.54559326,,,101.4273605,104.162178,105.134758,107.248497,106.648941,105.7283096,105.9618378,106.1162415,105.4911118,104.0823517,103.175209,103.2308273,102.858223,102.2227936,102.693222,103.0233536,103.6597519,105.233078,105.0845566,105.5570602,104.9737015,
ITA,Europe & Central Asia,High income,Italy,72.36599731,72.17299652,72.04524994,72.57134247,73.07215118,73.82852936,74.94608307,76.16507721,77.3732605,78.53617859,80.30145264,81.03077698,82.28861237,83.43572235,87.45623016,88.63999176,89.54756927,90.32009125,90.6277771,92.05657196,93.0541687,96.09915924,98.14539337,99.12857056,99.01792908,99.28780365,100.0531235,100.4699783,101.1009674,101.4165497,102.9038162,103.3315735,102.0333405,102.408989,102.2810593,102.2562714,101.6623535,101.2704086,101.3531036,101.1882629,
JAM,Latin America & Caribbean,Upper middle income,Jamaica,68.82305908,66.95654297,63.02415085,63.11851883,61.08089828,61.90890121,59.99444962,60.59257126,64.54279327,63.92692184,,68.94580841,,65.40796661,,,,,,86.43035889,85.28746033,84.54173279,84.5849762,84.67240906,89.93257141,89.65286255,,92.33161163,93.57669067,94.52803802,91.771698,91.62792206,,82.48216248,82.19750977,80.908638,83.7769165,81.42778015,82.2886734,85.35462952,83.03437805
JOR,Middle East & North Africa,Upper middle income,Jordan,74.31051636,75.42608643,76.58318329,77.0708313,77.22402191,78.34638977,75.27081299,73.90255737,73.46896362,72.6190567,73.47927856,75.58538055,77.93665314,78.10224152,79.22712708,,81.50971985,,,82.41570282,82.2307663,,84.82689667,85.26035309,84.63469696,84.40345764,85.33641052,85.39079285,85.90466309,,80.08052063,77.60733795,74.18640137,71.05885315,69.13018036,,,62.63220978,63.11653137,65.19397736,67.81723022
JPN,East Asia & Pacific,High income,Japan,91.61987305,92.92980957,93.65132904,93.73960114,93.30155945,93.61618805,94.61505127,94.40650177,94.36994171,94.47409058,94.70703888,96.74810028,97.284729,97.02703857,99.84554291,99.63804626,99.77098846,,99.29641724,99.15789032,,,,,,,,,,,,,,,,,102.3720169,102.4945068,101.9541473,,
KAZ,Europe & Central Asia,Upper middle income,Kazakhstan,,94.0508728,,,,,101.5706329,,,102.1727676,101.1496735,98.84223175,97.55895233,95.46701813,93.90306854,,,92.01924133,90.37065887,93.37832642,93.70327759,,,,,,99.94946289,,,,98.47992706,99.90897369,102.2144928,102.8738174,106.5911789,110.3012695,113.2500229,114.1974335,114.2437134,113.2275314,103.753273
KEN,Sub-Saharan Africa,Lower middle income,Kenya,29.60917091,28.91263008,28.83073044,30.05077934,31.46747017,38.97296906,38.40224075,40.38431931,39.71622849,,,,,,,,,,,37.98212814,38.78356934,39.89260864,40.51174927,42.54299927,46.42583847,46.99057007,48.77145004,50.77267075,56.59352112,56.76036835,,,,,,,,,,,
KGZ,Europe & Central Asia,Lower middle income,Kyrgyz Republic,,108.0997772,,,,,110.9393311,,,106.6038818,105.0186234,102.3978271,100.4749985,96.5245285,90.79962921,88.1220932,77.58585358,,,83.93000793,84.75100708,85.71148682,84.79638672,89.81105042,88.27754974,86.5827713,86.48522949,86.22440338,,86.83522034,87.57794952,87.50063324,88.37130737,89.02770233,90.85202789,91.06977081,93.8347168,93.88858032,95.05480957,96.36685181,98.08365631
KHM,East Asia & Pacific,Lower middle income,Cambodia,,,,,,,,,,,,27.19733047,,,,,,,18.00349045,16.59750938,17.28544998,18.92894936,22.92682076,27.50210953,31.32074928,,39.73841095,42.69073868,45.21588135,,,,,,,,,,,,54.83041
KIR,East Asia & Pacific,Lower middle income,Kiribati,27.72097015,21.63023949,21.45524025,21.33558083,23.17835999,24.73530006,26.93925095,30.2621994,32.40314102,36.465271,37.36468887,36.57086945,39.18981934,,39.9503212,39.93130875,43.85734177,,47.09109879,58.25592041,63.52682114,77.52780914,82.52015686,88.42923737,88.97511292,89.02796936,87.90701294,87.99298096,86.96598816,,,,,,,,,,,,
KNA,Latin America & Caribbean,High income,St. Kitts and Nevis,,,,,66.02700043,69.18891907,69.88011932,72.02567291,76.83453369,77.82302856,,,83.27335358,83.57698822,,,,,,,111.9511566,103.2689133,100.6886673,97.13201904,92.90644836,94.89279938,,111.9584122,109.2716904,106.0606079,106.2638702,104.7537766,89.02084351,116.3954315,107.1866608,107.8691025,106.9142075,,,,
KOR,East Asia & Pacific,High income,"Korea, Rep.",75.68464661,81.03746033,81.81230927,83.53072357,87.89958954,90.08705902,92.18093872,94.36012268,92.75531769,92.99983978,92.8971405,92.21611786,91.81614685,93.79379272,97.17899323,98.69451904,100.8120804,99.21933746,97.10823822,96.30731964,95.9592514,95.61708832,95.80931091,96.493927,97.19229889,97.06839752,95.80760193,95.24726105,95.04554749,95.97579193,96.36495972,96.8976593,97.80175781,99.36505127,99.86733246,100.0077972,100.4850464,100.3382492,98.50636292,95.86534882,
KWT,Middle East & North Africa,High income,Kuwait,79.6934967,82.1679306,83.72750092,85.99211121,88.32739258,90.11519623,90.96539307,87.74172211,86.25392914,84.61402893,83.74636841,,53.02550888,61.09260178,71.92014313,84.47368622,95.34414673,94.94374847,93.34966278,92.37375641,91.08805847,91.44888306,,98.20832825,102.3640976,109.6014175,104.9908524,102.9927216,99.24891663,97.71626282,97.87177277,97.0526123,96.44032288,95.06651306,93.89048767,97.82772064,,,,,
LAO,East Asia & Pacific,Lower middle income,Lao PDR,18.40172005,19.58459091,,,20.90199089,21.29405975,21.13401985,,23.90969086,,23.16492081,,20.23440933,22.00955963,23.88031006,24.53145981,24.76264954,26.71133995,29.04154968,32.07957077,34.14220047,35.96746826,38.69087982,41.42176056,43.2256813,43.63906097,42.81393814,43.37770844,44.16450119,45.43955994,46.95800018,45.77708817,49.03110123,53.20624924,58.91762161,63.42557144,66.30924225,67.5094986,67.36177826,65.76873016,62.76161957
LBN,Middle East & North Africa,Upper middle income,Lebanon,63.03536987,67.70749664,68.25695801,,,61.20383835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Sub-Saharan Africa,Low income,Liberia,23.20749092,,,,,,,,,,,,,,,,,,,32.13116837,35.93725967,,,,,,,,,,,46.35525894,,,38.57373047,37.9034996,,,,,
LBY,Middle East & North Africa,Upper middle income,Libya,68.96346283,67.38012695,,68.639328,,,71.03382874,,,,,,,,,,,,,,,,107.5885162,103.8772125,,92.44603729,97.89672089,,,,,,,,,,,,,,
LCA,Latin America & Caribbean,Upper middle income,St. Lucia,31.3085804,27.07352066,30.42056084,31.5456295,31.80373955,38.01480865,41.68243027,42.9139595,,,49.38600159,53.35839844,61.95895004,68.80606079,,,,74.05796814,,71.19164276,73.9931488,74.26106262,73.72714996,74.71952057,73.84597778,77.89299011,82.44165039,87.96607971,93.28363037,94.59269714,93.82028961,92.79428864,89.47303772,87.78887939,87.53952026,88.51898956,88.53397369,88.86383057,89.3604126,89.86512756,91.92424011
LIE,Europe & Central Asia,High income,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,111.6638107,110.7614212,107.8243027,107.0110703,106.3422775,107.5661163,105.6844864,108.8792801,111.4565735,110.3738632,,115.5578308,116.1234436,116.0283737,117.0943298,112.0101624,119.2096634,
LKA,South Asia,Lower middle income,Sri Lanka,53.57323074,54.35287094,55.03305054,57.12990952,59.39268875,61.13278961,63.64554977,78.6809082,80.44564056,81.8990097,82.91162109,82.48008728,84.34950256,85.73091125,87.61636353,87.21930695,,,,,,,,,,,,,,,96.86139679,98.97299194,99.44696808,99.48948669,,,97.62885284,98.02662659,100.3352203,,
LSO,Sub-Saharan Africa,Lower middle income,Lesotho,16.3738308,17.76236916,18.19992065,19.92642975,20.45322037,20.8261795,21.43981934,22.85955048,23.44557953,23.26527977,22.90975952,22.50394058,23.75164032,24.56010056,26.58263016,27.81225967,27.50097084,28.47694969,27.99047089,28.17958069,28.28289032,30.33210945,31.8494606,33.14897919,35.97293854,38.51556015,40.06446838,43.2737999,46.44245148,50.929039,56.26115036,59.76092148,62.17588043,60.41059113,60.21678162,60.67609024,58.51934052,62.01393127,,,
LTU,Europe & Central Asia,High income,Lithuania,,,,,,,106.4029007,,,97.52249146,95.00505066,91.94700623,88.83999634,84.38307953,82.86621094,84.23988342,87.64798737,90.69735718,92.61846161,94.21491241,96.91568756,99.62364197,102.2917099,105.0201721,103.0095367,104.4972382,107.0048523,106.9292908,106.1087799,104.7558823,105.0682678,106.0081635,106.1735077,108.9944077,108.1847763,107.6729279,107.4297714,108.4017563,108.2379379,108.4455109,
LUX,Europe & Central Asia,High income,Luxembourg,63.13656998,71.84078217,73.41973114,74.81568909,75.84432983,,76.35942078,76.17224884,70.84461975,,,,68.93274689,72.2158432,75.42949677,82.87055206,88.04383087,90.09166718,90.65242767,97.39679718,97.06419373,97.23677063,96.2585907,96.11029816,95.46379089,95.36266327,95.90557098,96.71694946,97.48297119,,101.290657,101.0224609,100.3607178,102.7363205,102.7083893,102.3193588,103.6651611,103.6550522,104.3004837,104.6953888,
LVA,Europe & Central Asia,High income,Latvia,,100.7873688,102.8733597,104.3292999,105.0171509,105.0663376,103.7604523,102.1891632,99.79409027,97.84877777,95.46250916,92.87384796,90.46282196,89.04586792,89.25631714,88.86934662,87.07849884,85.3691864,86.82959747,87.32855225,90.06597137,92.85581207,95.29273224,96.53778839,99.29524231,102.6863174,103.9654007,103.9212418,104.8975677,99.42040253,102.8221588,105.5657883,106.3448029,114.7768097,113.7069321,112.3566513,111.2968063,110.7232513,109.1557007,107.6024628,
MAC,East Asia & Pacific,High income,"Macao SAR, China",,,,,,,,,,,61.14693832,,72.33847809,76.30653381,,,,,,79.62162018,83.08939362,85.84938812,85.59176636,85.75592804,87.00588989,86.2536087,87.13446045,87.89656067,83.78536987,84.6400528,87.78392792,91.32930756,92.06546021,92.37996674,93.2073288,94.5390625,98.55654144,99.99272156,101.0366364,101.0366898,102.5844269
MAF,Latin America & Caribbean,High income,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Middle East & North Africa,Lower middle income,Morocco,20.91130066,22.50856972,24.8358593,26.83432007,28.71692085,30.70552063,33.55123901,35.62324142,37.52259827,37.12696075,37.35488129,35.69779968,36.37923813,36.88452911,37.93490982,38.08884811,38.0743103,38.09009933,36.64820862,37.00091934,38.68384171,40.50539017,42.90879822,45.17744064,48.55310822,50.3502388,53.07535172,56.10345078,58.19758987,60.96900177,63.2908287,66.51796722,69.74756622,,,,,79.86486816,80.22619629,81.18557739,82.45423126
MCO,Europe & Central Asia,High income,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Europe & Central Asia,Lower middle income,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3808212,105.0630798,106.0199127,108.4870377,109.2263718,109.0824127,108.4610672
MDG,Sub-Saharan Africa,Low income,Madagascar,17.04902077,,,,34.18878937,,,,20.80899048,18.98813057,18.57879066,,,,,,,,,,,,,,,21.46611023,24.25756073,26.83469009,29.36144066,30.65084076,,36.74787903,38.11174011,,38.35387039,38.51202011,38.31158829,36.90052032,36.52693176,34.59550095,
MDV,South Asia,Upper middle income,Maldives,3.746390104,4.431419849,6.618299961,9.488069534,,,,,,,,,,,50.36463928,52.88452911,56.12990952,65.0821991,34.36109924,40.05987167,51.29454041,60.84666824,61.06898117,67.7062912,67.87317657,,,,,,,,,,,,,,85.27813721,81.32687378,
MEX,Latin America & Caribbean,Upper middle income,Mexico,45.26966095,48.44015121,52.82170868,55.00307846,56.75376129,56.89992905,58.07146072,58.08023834,57.84991837,57.43997955,56.10926056,54.78707886,54.86931992,55.4769516,56.87181091,58.89295959,61.08742905,63.43072128,67.05233765,69.20176697,71.76502991,73.43566895,76.0056076,79.86402893,81.42749023,82.30407715,84.08560181,84.90705109,86.42752838,85.93801117,87.0699234,88.19017792,90.66719818,93.3275528,97.34338379,100.8327408,102.4040604,104.3850327,105.103363,104.6472397,
MHL,East Asia & Pacific,Upper middle income,Marshall Islands,,,,,,,,,,,,,,,,,,,,68.51064301,,,68.25312042,63.04941177,65.36956024,61.52766037,67.23014832,72.59329224,76.87230682,77.40933228,,,,,,66.36650848,64.4405365,,,63.94496918,62.65892029
MKD,Europe & Central Asia,Upper middle income,North Macedonia,,,,,,,,,,,,,,75.12917328,75.39964294,76.52422333,77.56510925,78.19698334,79.25824738,80.20085144,81.34819794,81.61261749,80.90370178,81.55896759,81.31913757,81.52539825,,81.57061768,81.22992706,81.01088715,82.19670868,,82.39087677,80.94806671,80.56838989,81.89321899,,81.44687653,79.990448,,
MLI,Sub-Saharan Africa,Low income,Mali,8.958760262,7.099500179,8.236229897,7.474410057,7.561270237,6.805449963,,6.101719856,6.228059769,6.88214016,6.797989845,7.230979919,8.27134037,8.379329681,9.57365036,10.73223972,11.27521992,12.28388023,13.36760998,15.1076498,17.45372009,,,22.12537956,23.99395943,25.83254051,27.7074604,30.30554008,33.73199081,36.67198944,39.28609848,41.2325592,,41.81766891,44.0181694,41.72013855,42.99298096,41.52313995,41.0272789,,
MLT,Middle East & North Africa,High income,Malta,71.52308655,68.90299988,75.33647156,79.00350952,81.38672638,80.44693756,78.1076889,76.53296661,77.29418945,79.3538208,82.04988861,82.56127167,86.14266205,85.91175079,86.00708771,86.89495087,85.45440674,86.68573761,87.5417099,87.29165649,89.18390656,89.8692627,90.57868195,92.95391846,104.5033035,101.9356308,97.98583984,99.94029236,100.2095795,,104.2411194,93.30612183,94.04103088,94.07424927,94.43334198,94.90859222,95.80821991,104.7541199,107.2667389,108.0291824,
MMR,East Asia & Pacific,Lower middle income,Myanmar,20.44071007,21.34841919,22.81310081,23.50740051,23.32106972,23.05209923,23.20743942,23.99194908,23.83428001,24.89454079,19.53017998,21.66638947,23.5173893,23.75757027,24.95215034,28.26950073,,,,33.19311142,36.87453079,37.79251099,39.48207855,40.11624146,43.26483917,44.33734894,46.31121063,46.23881912,48.5485611,47.93276978,48.13747025,,,,51.78527069,,60.31562042,64.28489685,68.43682098,,
MNE,Europe & Central Asia,Upper middle income,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,92.95622253,93.44460297,94.48577118,95.55545807,95.74756622,95.38279724,97.51123047,100.354599,93.381073,93.13046265,,,92.6951828,90.54210663,89.92160034,89.87782288,90.08804321,90.39685822
MNG,East Asia & Pacific,Lower middle income,Mongolia,83.41861725,85.30020142,,84.66889191,,,87.5223465,,,,88.70915985,84.63585663,76.95155334,67.31360626,66.05780029,62.6953392,63.40888977,61.0424881,61.89284897,61.12226105,65.11740875,71.66761017,75.98500061,82.79679108,87.83099365,90.29856873,89.87640381,,,97.61665344,91.51934814,,,,,,,,,91.50335693,
MNP,East Asia & Pacific,High income,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Sub-Saharan Africa,Low income,Mozambique,5.611929893,5.347599983,7.554959774,8.37528038,,7.422379971,7.521140099,5.811600208,,,7.323050022,7.318910122,7.024129868,7.051819801,7.123320103,7.606770039,,,,5.291039944,6.197350025,6.976980209,8.624369621,,11.0158596,13.44468975,15.72593021,18.40806961,20.57022095,23.2437706,25.22640991,25.9967308,25.50679016,34.09090042,33.37900162,33.56938934,,35.40671921,,,
MRT,Sub-Saharan Africa,Lower middle income,Mauritania,,10.13685989,,,,,14.26978016,14.68190002,14.83290005,14.36690998,13.31546974,13.0511198,13.46510029,14.17000008,14.66718006,15.24629974,15.64573002,15.46704006,16.26810074,17.23472023,17.8074894,20.20718956,20.26085091,21.22164917,21.85643959,22.31612015,23.30871964,,19.08651924,20.48880959,20.75177002,22.90337944,27.26383018,30.10103989,30.71409988,31.41934967,32.67718887,32.56554031,36.8339119,39.40896988,
MUS,Sub-Saharan Africa,Upper middle income,Mauritius,50.04489899,48.15251923,46.90539932,46.98093033,45.38394165,44.45526886,44.05831909,45.59498978,48.10612869,51.45227051,52.40948868,,58.21242905,,,,66.75713348,68.37213898,72.1139679,74.98162842,76.81693268,78.66918182,81.0338974,84.60575104,85.92099762,88.65556335,87.52902222,88.38237762,88.04792786,88.79872131,89.2469635,90.9236908,92.9887085,96.03814697,99.90384674,97.36966705,97.54029846,95.72241211,95.09619904,97.12110138,
MWI,Sub-Saharan Africa,Low income,Malawi,15.90454006,16.36211967,17.19809914,17.15251923,17.57131004,17.28059006,17.03679085,17.24695015,16.82818031,16.35084915,16.71961021,17.1919899,19.7928791,18.83383942,16.81954002,24.76664925,25.82818985,,33.22861862,37.43893814,31.2888298,31.97463989,30.77166939,,28.18631935,28.04204941,30.01561928,29.74810028,32.13343811,32.72994995,33.98077011,35.08737183,35.31964111,38.43732834,40.21173859,40.77254105,39.17525101,39.89202881,40.28176117,37.08491135,
MYS,East Asia & Pacific,Upper middle income,Malaysia,54.7562294,57.19017029,57.32950974,60.78881073,62.97243881,63.18130875,66.25170135,68.0646286,66.3335495,65.39241028,63.41498947,64.5256424,65.6116333,64.53341675,64.77854156,64.82161713,66.42935181,67.00679016,78.62792206,77.85201263,77.41474152,76.89859772,77.01748657,82.90390015,84.12850952,80.66024017,79.73001862,77.47628784,77.11087036,76.12432098,77.26702881,77.47145844,81.47545624,81.87223053,85.35153961,84.9344635,84.70847321,85.44908142,81.99226379,83.74816132,
NAM,Sub-Saharan Africa,Upper middle income,Namibia,,,,,,,34.60985184,34.03652954,35.56216049,35.89696884,36.73986816,42.1970787,47.64617157,51.27120972,55.3514595,55.05707932,54.6721611,55.7481308,55.17594147,56.87009048,59.33732986,63.63240814,63.20001984,63.05421829,63.14588928,63.51296997,64.04247284,65.77913666,,,,,,,,,,,,,
NCL,East Asia & Pacific,High income,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,Sub-Saharan Africa,Low income,Niger,3.893980026,4.459449768,4.922060013,4.753809929,4.782169819,,,,5.412960052,6.007730007,6.085840225,6.583449841,6.338719845,6.319210052,,,6.390709877,6.562409878,6.486750126,6.704539776,6.591919899,6.486999989,6.546609879,7.161429882,8.706569672,9.631489754,11.04808998,10.59879017,10.91361046,11.43198967,13.04246998,13.88327026,15.05933952,16.25382042,18.20435905,20.09321976,23.12496948,24.25374985,,,
NGA,Sub-Saharan Africa,Lower middle income,Nigeria,13.67926979,17.10584068,21.02671051,25.17774963,28.84041977,29.33095932,27.2232399,27.20931053,,24.25362015,24.7213192,,,,,,,,,23.55179977,24.60940933,27.03358078,29.61322021,,34.99747849,34.95774841,34.45698166,31.86770058,35.38618088,39.23279953,44.2182312,45.55653,47.18077087,56.20539856,45.6240387,46.7820015,42.00254059,,43.51113892,,
